X,sample,date.sampled,date.measured,absorbance.1,absorbance.2,species,temp,rep,notes,error_code,evap_volume,evap_relevant,date,day,meanabs,predicted_N,predicted_N_SE,n.fixed
84,2-17-5,2017-04-11,2017-06-26,0.032,0.03,2,17,5,,,NA,,2017-04-11,0,0.031,2.92407983073209,0.21247431976172884,4.362499044796087
38,1-24-1,2017-04-11,2017-06-26,0.047,0.049,2,24,1,wrong species entered,changed to species 2- check data sheet for correct label,19.39655172,evap,2017-04-11,0,0.048,4.103661138359502,0.21936406617443802,4.362499044796087
50,2-24-2,2017-04-11,2017-06-26,0.04,0.042,2,24,2,,,20,evap,2017-04-11,0,0.041,3.6179511881599797,0.20951754092462083,4.362499044796087
62,2-24-3,2017-04-11,2017-06-26,0.045,0.048,2,24,3,,,20,evap,2017-04-11,0,0.0465,3.9995804347453188,0.21647712084193035,4.362499044796087
74,2-24-4,2017-04-11,2017-06-26,0.074,0.064,2,24,4,,,20,evap,2017-04-11,0,0.069,5.560790988958071,0.2932095350617279,4.362499044796087
86,2-24-5,2017-04-11,2017-06-26,0.037,0.037,2,24,5,,,20,evap,2017-04-11,0,0.037,3.3404026451888233,0.20825188441789863,4.362499044796087
40,1-31-1,2017-04-11,2017-06-26,0.048,0.047,2,31,1,wrong species entered,changed to species 2- check data sheet for correct label,18.9137931,evap,2017-04-11,0,0.0475,4.068967570488108,0.21835696344375496,4.362499044796087
52,2-31-2,2017-04-11,2017-06-26,0.048,0.049,2,31,2,,,20,evap,2017-04-11,0,0.0485,4.1383547062308965,0.22041514706753815,4.362499044796087
64,2-31-3,2017-04-11,2017-06-26,0.045,0.053,2,31,3,,,20,evap,2017-04-11,0,0.049,4.173048274102292,0.22150958008411534,4.362499044796087
76,2-31-4,2017-04-11,2017-06-26,0.056,0.056,2,31,4,,,20,evap,2017-04-11,0,0.056,4.658758224301814,0.24101059740594064,4.362499044796087
88,2-31-5,2017-04-11,2017-06-26,0.049,0.048,2,31,5,,,20,evap,2017-04-11,0,0.0485,4.1383547062308965,0.22041514706753815,4.362499044796087
42,2-38-1,2017-04-11,2017-06-26,0.051,0.051,2,38,1,,,20,evap,2017-04-11,0,0.051,4.311822545587869,0.22630788090153064,4.362499044796087
54,2-38-2,2017-04-11,2017-06-26,0.051,0.048,2,38,2,,,20,evap,2017-04-11,0,0.0495,4.207741841973686,0.22264672592538412,4.362499044796087
66,2-38-3,2017-04-11,2017-06-26,0.085,0.081,2,38,3,,,20,evap,2017-04-11,0,0.083,6.532210889357117,0.3635810836680095,4.362499044796087
78,2-38-4,2017-04-11,2017-06-26,0.045,0.046,2,38,4,,,20,evap,2017-04-11,0,0.0455,3.9301932990025295,0.21478030204771478,4.362499044796087
90,2-38-5,2017-04-11,2017-06-26,0.039,0.039,2,38,5,,,20,evap,2017-04-11,0,0.039,3.479176916674401,0.20847521624219503,4.362499044796087
92,2003-03-01,2017-04-14,2017-06-27,0.03,0.03,3,3,1,,,NA,,2017-04-14,0,0.03,2.683132547724634,0.1428644502724446,4.362499044796087
104,2003-03-02,2017-04-14,2017-06-27,0.011,0.011,3,3,2,,,NA,,2017-04-14,0,0.011,1.0734371232986821,0.18770088081553687,4.362499044796087
116,2003-03-03,2017-04-14,2017-06-27,0.044,0.034,3,3,3,,,NA,,2017-04-14,0,0.039,3.4456198540316643,0.13500420226760956,4.362499044796087
128,2003-03-04,2017-04-14,2017-06-27,0.048,0.049,3,3,4,,,NA,,2017-04-14,0,0.0485,4.25046756624464,0.13890203617565572,4.362499044796087
139,2003-03-05,2017-04-14,2017-06-27,0.03,0.029,3,3,5,,,NA,,2017-04-14,0,0.0295,2.640772141818688,0.14360625248127928,4.362499044796087
94,2003-10-01,2017-04-14,2017-06-27,0.053,0.053,3,10,1,,,NA,,2017-04-14,0,0.053,4.631711219398155,0.14494355245164095,4.362499044796087
106,2003-10-02,2017-04-14,2017-06-27,0.038,0.037,3,10,2,,,NA,,2017-04-14,0,0.0375,3.318538636313826,0.13555160432277305,4.362499044796087
118,2003-10-03,2017-04-14,2017-06-27,0.053,0.049,3,10,3,,,NA,,2017-04-14,0,0.051000000000000004,4.462269595774371,0.14195249719480907,4.362499044796087
130,2003-10-04,2017-04-14,2017-06-27,0.053,0.047,3,10,4,,,NA,,2017-04-14,0,0.05,4.377548783962479,0.14063793320191378,4.362499044796087
141,2003-10-05,2017-04-14,2017-06-27,0.065,0.065,3,10,5,,,NA,,2017-04-14,0,0.065,5.648360961140862,0.17141096760967398,4.362499044796087
96,3-17-1,2017-04-14,2017-06-27,0.052,0.055,3,17,1,,,NA,,2017-04-14,0,0.0535,4.6740716253041015,0.14576403746036598,4.362499044796087
108,3-17-2,2017-04-14,2017-06-27,0.077,0.078,3,17,2,,,NA,,2017-04-14,0,0.0775,6.7073711087895145,0.2097174645374603,4.362499044796087
120,3-17-3,2017-04-14,2017-06-27,0.045,0.046,3,17,3,,,NA,,2017-04-14,0,0.0455,3.9963051308089637,0.13631716835926294,4.362499044796087
132,3-17-4,2017-04-14,2017-06-27,0.035,0.038,3,17,4,,,NA,,2017-04-14,0,0.036500000000000005,3.2338178245019344,0.1360917121197371,4.362499044796087
143,3-17-5,2017-04-14,2017-06-27,0.063,0.062,3,17,5,,,NA,,2017-04-14,0,0.0625,5.436558931611131,0.1648681377534005,4.362499044796087
98,3-24-1,2017-04-14,2017-06-27,0.065,0.064,3,24,1,too much liquid - likely acid added twice,discard,20,evap,2017-04-14,0,0.0645,5.606000555234916,0.17006611606871652,4.362499044796087
110,3-24-2,2017-04-14,2017-06-27,0.044,0.043,3,24,2,,,20,evap,2017-04-14,0,0.0435,3.826863507185179,0.13527758903071033,4.362499044796087
122,3-24-3,2017-04-14,2017-06-27,0.051,0.049,3,24,3,,,20,evap,2017-04-14,0,0.05,4.377548783962479,0.14063793320191378,4.362499044796087
134,3-24-4,2017-04-14,2017-06-27,0.044,0.044,3,24,4,,,20,evap,2017-04-14,0,0.044,3.8692239130911252,0.13548511994604756,4.362499044796087
145,3-24-5,2017-04-14,2017-06-27,0.044,0.044,3,24,5,,,20,evap,2017-04-14,0,0.044,3.8692239130911252,0.13548511994604756,4.362499044796087
100,3-31-1,2017-04-14,2017-06-27,0.051,0.053,3,31,1,,,20,evap,2017-04-14,0,0.052,4.546990407586263,0.14338891114904068,4.362499044796087
112,3-31-2,2017-04-14,2017-06-27,0.036,0.034,3,31,2,,,20,evap,2017-04-14,0,0.035,3.106736606784096,0.13716049475971115,4.362499044796087
124,3-31-3,2017-04-14,2017-06-27,0.032,0.034,3,31,3,,,20,evap,2017-04-14,0,0.033,2.9372949831603115,0.13905662776692695,4.362499044796087
136,3-31-4,2017-04-14,2017-06-27,0.007,-0.02,3,31,4,,,20,evap,2017-04-14,0,-0.006500000000000001,-0.4091770834094318,0.2472693828062406,4.362499044796087
147,3-31-5,2017-04-14,2017-06-27,0.049,0.043,3,31,5,,,20,evap,2017-04-14,0,0.046,4.03866553671491,0.13666362792802503,4.362499044796087
102,3-38-1,2017-04-14,2017-06-27,0.048,0.047,3,38,1,,,20,evap,2017-04-14,0,0.0475,4.165746754432748,0.13790669088020746,4.362499044796087
114,3-38-2,2017-04-14,2017-06-27,0.038,0.038,3,38,2,,,20,evap,2017-04-14,0,0.038,3.360899042219772,0.13533393343476008,4.362499044796087
126,3-38-3,2017-04-14,2017-06-27,0.053,0.053,3,38,3,,,20,evap,2017-04-14,0,0.053,4.631711219398155,0.14494355245164095,4.362499044796087
138,3-38-4,2017-04-14,2017-06-27,0.074,0.073,3,38,4,,,20,evap,2017-04-14,0,0.0735,6.368487861541945,0.1966137444355966,4.362499044796087
149,3-38-5,2017-04-14,2017-06-27,0.082,0.084,3,38,5,,,20,evap,2017-04-14,0,0.083,7.173335573754922,0.22870362262338828,4.362499044796087
92,2003-03-01,2017-04-14,2017-06-27,0.03,0.03,3,3,1,,,NA,,2017-04-14,0,0.03,3.278797310823067,0.1149799631674632,4.362499044796087
104,2003-03-02,2017-04-14,2017-06-27,0.011,0.011,3,3,2,,,NA,,2017-04-14,0,0.011,1.9107669577368966,0.14644315063099125,4.362499044796087
116,2003-03-03,2017-04-14,2017-06-27,0.044,0.034,3,3,3,,,NA,,2017-04-14,0,0.039,3.9268116886007274,0.11917083284130124,4.362499044796087
128,2003-03-04,2017-04-14,2017-06-27,0.048,0.049,3,3,4,,,NA,,2017-04-14,0,0.0485,4.610826865143813,0.13652519925688048,4.362499044796087
139,2003-03-05,2017-04-14,2017-06-27,0.03,0.029,3,3,5,,,NA,,2017-04-14,0,0.0295,3.242796512057642,0.11514257023846218,4.362499044796087
94,2003-10-01,2017-04-14,2017-06-27,0.053,0.053,3,10,1,,,NA,,2017-04-14,0,0.053,4.934834054032642,0.14819054550503066,4.362499044796087
106,2003-10-02,2017-04-14,2017-06-27,0.038,0.037,3,10,2,,,NA,,2017-04-14,0,0.0375,3.8188092923044508,0.11756017640931174,4.362499044796087
118,2003-10-03,2017-04-14,2017-06-27,0.053,0.049,3,10,3,,,NA,,2017-04-14,0,0.051000000000000004,4.79083085897094,0.14278489521077906,4.362499044796087
130,2003-10-04,2017-04-14,2017-06-27,0.053,0.047,3,10,4,,,NA,,2017-04-14,0,0.05,4.7188292614400895,0.14021103873342614,4.362499044796087
141,2003-10-05,2017-04-14,2017-06-27,0.065,0.065,3,10,5,,,NA,,2017-04-14,0,0.065,5.798853224402856,0.1861438599511667,4.362499044796087
96,3-17-1,2017-04-14,2017-06-27,0.052,0.055,3,17,1,,,NA,,2017-04-14,0,0.0535,4.970834852798068,0.14959231036907675,4.362499044796087
108,3-17-2,2017-04-14,2017-06-27,0.077,0.078,3,17,2,,,NA,,2017-04-14,0,0.0775,6.6988731935384935,0.23193705679966375,4.362499044796087
120,3-17-3,2017-04-14,2017-06-27,0.045,0.046,3,17,3,,,NA,,2017-04-14,0,0.0455,4.394822072551259,0.1298476454318733,4.362499044796087
132,3-17-4,2017-04-14,2017-06-27,0.035,0.038,3,17,4,,,NA,,2017-04-14,0,0.036500000000000005,3.7468076947736,0.11668156472290074,4.362499044796087
143,3-17-5,2017-04-14,2017-06-27,0.063,0.062,3,17,5,,,NA,,2017-04-14,0,0.0625,5.618849230575727,0.17761276562396558,4.362499044796087
98,3-24-1,2017-04-14,2017-06-27,0.065,0.064,3,24,1,too much liquid - likely acid added twice,discard,20,evap,2017-04-14,0,0.0645,5.76285242563743,0.18441673796132435,4.362499044796087
110,3-24-2,2017-04-14,2017-06-27,0.044,0.043,3,24,2,,,20,evap,2017-04-14,0,0.0435,4.250818877489556,0.12596883644233112,4.362499044796087
122,3-24-3,2017-04-14,2017-06-27,0.051,0.049,3,24,3,,,20,evap,2017-04-14,0,0.05,4.7188292614400895,0.14021103873342614,4.362499044796087
134,3-24-4,2017-04-14,2017-06-27,0.044,0.044,3,24,4,,,20,evap,2017-04-14,0,0.044,4.286819676254982,0.12689246379059507,4.362499044796087
145,3-24-5,2017-04-14,2017-06-27,0.044,0.044,3,24,5,,,20,evap,2017-04-14,0,0.044,4.286819676254982,0.12689246379059507,4.362499044796087
100,3-31-1,2017-04-14,2017-06-27,0.051,0.053,3,31,1,,,20,evap,2017-04-14,0,0.052,4.862832456501791,0.14544630314475934,4.362499044796087
112,3-31-2,2017-04-14,2017-06-27,0.036,0.034,3,31,2,,,20,evap,2017-04-14,0,0.035,3.6388052984773234,0.11566528120085681,4.362499044796087
124,3-31-3,2017-04-14,2017-06-27,0.032,0.034,3,31,3,,,20,evap,2017-04-14,0,0.033,3.494802103415621,0.11488734262628199,4.362499044796087
136,3-31-4,2017-04-14,2017-06-27,0.007,-0.02,3,31,4,,,20,evap,2017-04-14,0,-0.006500000000000001,0.6507390009470027,0.20343158711440468,4.362499044796087
147,3-31-5,2017-04-14,2017-06-27,0.049,0.043,3,31,5,,,20,evap,2017-04-14,0,0.046,4.430822871316685,0.1308918275404979,4.362499044796087
102,3-38-1,2017-04-14,2017-06-27,0.048,0.047,3,38,1,,,20,evap,2017-04-14,0,0.0475,4.538825267612961,0.13419207806602143,4.362499044796087
114,3-38-2,2017-04-14,2017-06-27,0.038,0.038,3,38,2,,,20,evap,2017-04-14,0,0.038,3.8548100910698757,0.11805852382682698,4.362499044796087
126,3-38-3,2017-04-14,2017-06-27,0.053,0.053,3,38,3,,,20,evap,2017-04-14,0,0.053,4.934834054032642,0.14819054550503066,4.362499044796087
138,3-38-4,2017-04-14,2017-06-27,0.074,0.073,3,38,4,,,20,evap,2017-04-14,0,0.0735,6.410866803415089,0.21681846461632043,4.362499044796087
149,3-38-5,2017-04-14,2017-06-27,0.082,0.084,3,38,5,,,20,evap,2017-04-14,0,0.083,7.094881979958175,0.25324859833183144,4.362499044796087
93,2004-03-01,2017-04-14,2017-06-27,0.065,0.066,4,3,1,,,NA,,2017-04-14,0,0.0655,5.690721367046808,0.17277312317922444,4.362499044796087
105,2004-03-02,2017-04-14,2017-06-27,0.043,0.042,4,3,2,,,NA,,2017-04-14,0,0.042499999999999996,3.742142695373287,0.13496826186326977,4.362499044796087
117,2004-03-03,2017-04-14,2017-06-27,0.028,0.029,4,3,3,,,NA,,2017-04-14,0,0.0285,2.556051330006796,0.14517766299934667,4.362499044796087
129,2004-03-04,2017-04-14,2017-06-27,0.042,0.038,4,3,4,,,NA,,2017-04-14,0,0.04,3.5303406658435565,0.13481610028862315,4.362499044796087
140,2004-03-05,2017-04-14,2017-06-27,0.05,0.05,4,3,5,,,NA,,2017-04-14,0,0.05,4.377548783962479,0.14063793320191378,4.362499044796087
95,2004-10-01,2017-04-14,2017-06-27,0.057,0.055,4,10,1,,,NA,,2017-04-14,0,0.056,4.885873654833832,0.15027875806133506,4.362499044796087
107,2004-10-02,2017-04-14,2017-06-27,0.033,0.034,4,10,2,,,NA,,2017-04-14,0,0.0335,2.9796553890662576,0.13853308335580392,4.362499044796087
119,2004-10-03,2017-04-14,2017-06-27,0.044,0.044,4,10,3,,,NA,,2017-04-14,0,0.044,3.8692239130911252,0.13548511994604756,4.362499044796087
131,2004-10-04,2017-04-14,2017-06-27,0.05,0.044,4,10,4,,,NA,,2017-04-14,0,0.047,4.123386348526802,0.13745868360518515,4.362499044796087
142,2004-10-05,2017-04-14,2017-06-27,0.058,0.054,4,10,5,,,NA,,2017-04-14,0,0.056,4.885873654833832,0.15027875806133506,4.362499044796087
97,4-17-1,2017-04-14,2017-06-27,0.04,0.04,4,17,1,,,NA,,2017-04-14,0,0.04,3.5303406658435565,0.13481610028862315,4.362499044796087
109,4-17-2,2017-04-14,2017-06-27,0.074,0.073,4,17,2,,,NA,,2017-04-14,0,0.0735,6.368487861541945,0.1966137444355966,4.362499044796087
121,4-17-3,2017-04-14,2017-06-27,0.041,0.041,4,17,3,,,NA,,2017-04-14,0,0.041,3.615061477655449,0.13477022052471183,4.362499044796087
133,4-17-4,2017-04-14,2017-06-27,0.045,0.045,4,17,4,,,NA,,2017-04-14,0,0.045,3.9539447249030175,0.13600510973694271,4.362499044796087
144,4-17-5,2017-04-14,2017-06-27,0.053,0.054,4,17,5,,,NA,,2017-04-14,0,0.0535,4.6740716253041015,0.14576403746036598,4.362499044796087
99,4-24-1,2017-04-14,2017-06-27,0.052,0.057,4,24,1,,,20,evap,2017-04-14,0,0.0545,4.758792437115994,0.14748893496711685,4.362499044796087
111,4-24-2,2017-04-14,2017-06-27,0.037,0.04,4,24,2,,,20,evap,2017-04-14,0,0.0385,3.403259448125718,0.1351514185549036,4.362499044796087
123,4-24-3,2017-04-14,2017-06-27,0.014,0.014,4,24,3,don't see adequate cadmium,error,20,evap,2017-04-14,0,0.014,1.3275995587343588,0.17880201395354361,4.362499044796087
135,4-24-4,2017-04-14,2017-06-27,0.022,0.026,4,24,4,,,20,evap,2017-04-14,0,0.024,2.1748076768532814,0.15360228435346984,4.362499044796087
146,4-24-5,2017-04-14,2017-06-27,0.043,0.04,4,24,5,,,20,evap,2017-04-14,0,0.041499999999999995,3.6574218835613945,0.13480067693803124,4.362499044796087
101,4-31-1,2017-04-14,2017-06-27,0.038,0.035,4,31,1,,,20,evap,2017-04-14,0,0.036500000000000005,3.2338178245019344,0.1360917121197371,4.362499044796087
113,4-31-2,2017-04-14,2017-06-27,0.067,0.05,4,31,2,,,20,evap,2017-04-14,0,0.0585,5.097675684363563,0.15543539810150442,4.362499044796087
125,4-31-3,2017-04-14,2017-06-27,0.042,0.04,4,31,3,,,20,evap,2017-04-14,0,0.041,3.615061477655449,0.13477022052471183,4.362499044796087
137,4-31-4,2017-04-14,2017-06-27,0.064,0.066,4,31,4,,,20,evap,2017-04-14,0,0.065,5.648360961140862,0.17141096760967398,4.362499044796087
148,4-31-5,2017-04-14,2017-06-27,0.042,0.044,4,31,5,,,20,evap,2017-04-14,0,0.043,3.784503101279233,0.1351052580588959,4.362499044796087
103,4-38-1,2017-04-14,2017-06-27,0.077,0.079,4,38,1,,,20,evap,2017-04-14,0,0.078,6.74973151469546,0.21140046016753436,4.362499044796087
115,4-38-2,2017-04-14,2017-06-27,0.037,0.034,4,38,2,,,20,evap,2017-04-14,0,0.035500000000000004,3.149097012690042,0.1367700842911712,4.362499044796087
127,4-38-3,2017-04-14,2017-06-27,0.046,0.044,4,38,3,,,20,evap,2017-04-14,0,0.045,3.9539447249030175,0.13600510973694271,4.362499044796087
151,4-38-4,2017-04-14,2017-06-27,0.062,0.061,4,38,4,low vol- done w 0.5ml,low_vol,20,evap,2017-04-14,0,0.0615,5.351838119799239,0.1623840820901348,4.362499044796087
150,4-38-5,2017-04-14,2017-06-27,0.035,0.04,4,38,5,,,20,evap,2017-04-14,0,0.037500000000000006,3.3185386363138267,0.13555160432277305,4.362499044796087
93,2004-03-01,2017-04-14,2017-06-27,0.065,0.066,4,3,1,,,NA,,2017-04-14,0,0.0655,5.834854023168281,0.18788085965542808,4.362499044796087
105,2004-03-02,2017-04-14,2017-06-27,0.043,0.042,4,3,2,,,NA,,2017-04-14,0,0.042499999999999996,4.1788172799587056,0.1242178768960703,4.362499044796087
117,2004-03-03,2017-04-14,2017-06-27,0.028,0.029,4,3,3,,,NA,,2017-04-14,0,0.0285,3.170794914526791,0.11559274628510709,4.362499044796087
129,2004-03-04,2017-04-14,2017-06-27,0.042,0.038,4,3,4,,,NA,,2017-04-14,0,0.04,3.998813286131578,0.12043367316696148,4.362499044796087
140,2004-03-05,2017-04-14,2017-06-27,0.05,0.05,4,3,5,,,NA,,2017-04-14,0,0.05,4.7188292614400895,0.14021103873342614,4.362499044796087
95,2004-10-01,2017-04-14,2017-06-27,0.057,0.055,4,10,1,,,NA,,2017-04-14,0,0.056,5.150838846625195,0.15687615846821976,4.362499044796087
107,2004-10-02,2017-04-14,2017-06-27,0.033,0.034,4,10,2,,,NA,,2017-04-14,0,0.0335,3.530802902181046,0.11501923419774575,4.362499044796087
119,2004-10-03,2017-04-14,2017-06-27,0.044,0.044,4,10,3,,,NA,,2017-04-14,0,0.044,4.286819676254982,0.12689246379059507,4.362499044796087
131,2004-10-04,2017-04-14,2017-06-27,0.05,0.044,4,10,4,,,NA,,2017-04-14,0,0.047,4.502824468847535,0.13306472828149954,4.362499044796087
142,2004-10-05,2017-04-14,2017-06-27,0.058,0.054,4,10,5,,,NA,,2017-04-14,0,0.056,5.150838846625195,0.15687615846821976,4.362499044796087
97,4-17-1,2017-04-14,2017-06-27,0.04,0.04,4,17,1,,,NA,,2017-04-14,0,0.04,3.998813286131578,0.12043367316696148,4.362499044796087
109,4-17-2,2017-04-14,2017-06-27,0.074,0.073,4,17,2,,,NA,,2017-04-14,0,0.0735,6.410866803415089,0.21681846461632043,4.362499044796087
121,4-17-3,2017-04-14,2017-06-27,0.041,0.041,4,17,3,,,NA,,2017-04-14,0,0.041,4.070814883662429,0.12184236432932873,4.362499044796087
133,4-17-4,2017-04-14,2017-06-27,0.045,0.045,4,17,4,,,NA,,2017-04-14,0,0.045,4.358821273785834,0.1288325618841403,4.362499044796087
144,4-17-5,2017-04-14,2017-06-27,0.053,0.054,4,17,5,,,NA,,2017-04-14,0,0.0535,4.970834852798068,0.14959231036907675,4.362499044796087
99,4-24-1,2017-04-14,2017-06-27,0.052,0.057,4,24,1,,,20,evap,2017-04-14,0,0.0545,5.0428364503289185,0.15245240182061867,4.362499044796087
